INDEX();cod_pais;cod_sucursal;desc_sucursal;cod_zona_cliente;cod_ruta_cliente;desc_marca (grupo);fecha_liquidacion;Clientes_Vta;total_clientes;% Cob ;Caja_Fisica;Caja_Unitaria;Venta_Neta;ticket;pedidos_concretados;frecuencia_compra
4,883;GT;02;RUTA EL ATLANTICO;31;1416;BIO ALOE;4/1/2026;5;267;2%;6;0;19;;; -   
4,897;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;1/1/2025;198;206;96%;2,583;889;8,085;20;403; 2.04 
4,898;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;2/1/2025;181;206;88%;2,708;1,019;9,270;28;329; 1.82 
4,899;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;3/1/2025;197;208;95%;3,451;1,313;11,882;27;446; 2.26 
4,900;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;4/1/2025;191;210;91%;3,167;1,187;10,700;25;422; 2.21 
4,901;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;5/1/2025;197;213;92%;3,506;1,333;12,070;26;472; 2.40 
4,902;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;6/1/2025;180;215;84%;3,086;1,133;10,559;31;338; 1.88 
4,903;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;7/1/2025;193;219;88%;2,702;1,041;9,479;23;421; 2.18 
4,904;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;8/1/2025;201;228;88%;2,640;1,011;9,092;22;408; 2.03 
4,905;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;9/1/2025;198;235;84%;2,364;919;8,212;22;380; 1.92 
4,906;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;10/1/2025;218;235;93%;3,146;1,128;10,431;19;542; 2.49 
4,907;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;11/1/2025;216;242;89%;2,416;895;7,787;20;399; 1.85 
4,908;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;12/1/2025;209;244;86%;2,057;773;7,085;16;440; 2.11 
4,909;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;1/1/2026;194;245;79%;1,774;664;6,149;17;370; 1.91 
4,910;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;2/1/2026;236;246;96%;2,717;984;9,126;19;478; 2.03 
4,911;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;3/1/2026;248;259;96%;3,103;1,132;10,514;18;572; 2.31 
4,912;GT;02;RUTA EL ATLANTICO;31;1416;CIELO;4/1/2026;235;267;88%;2,477;900;8,445;21;403; 1.71 
4,925;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;1/1/2025;186;206;90%;1,088;393;4,707;15;315; 1.69 
4,926;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;2/1/2025;173;206;84%;969;369;4,593;16;287; 1.66 
4,927;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;3/1/2025;180;208;87%;1,168;444;5,510;19;293; 1.63 
4,928;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;4/1/2025;173;210;82%;1,104;464;5,458;22;253; 1.46 
4,929;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;5/1/2025;179;213;84%;1,428;545;6,764;24;283; 1.58 
4,930;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;6/1/2025;172;215;80%;1,204;477;5,942;22;266; 1.55 
4,931;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;7/1/2025;181;219;83%;1,259;462;5,834;23;259; 1.43 
4,932;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;8/1/2025;183;228;80%;1,389;521;6,609;22;298; 1.63 
4,933;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;9/1/2025;180;235;77%;1,228;459;5,795;22;266; 1.48 
4,934;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;10/1/2025;186;235;79%;1,241;445;5,486;21;263; 1.41 
4,935;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;11/1/2025;187;242;77%;1,142;422;5,110;20;261; 1.40 
4,936;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;12/1/2025;175;244;72%;800;304;3,896;18;222; 1.27 
4,937;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;1/1/2026;158;245;64%;757;287;3,586;17;205; 1.30 
4,938;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;2/1/2026;207;246;84%;976;339;4,399;15;284; 1.37 
4,939;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;3/1/2026;211;259;81%;1,147;396;5,129;18;290; 1.37 
4,940;GT;02;RUTA EL ATLANTICO;31;1416;CIFRUT;4/1/2026;197;267;74%;1,005;329;4,267;20;217; 1.10 
4,948;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;1/1/2025;2;206;1%;3;0;9;9;1; 0.50 
4,949;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;2/1/2025;1;206;0%;1;0;3;;; -   
4,950;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;4/1/2025;4;210;2%;11;1;32;32;1; 0.25 
4,951;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;5/1/2025;23;213;11%;15;1;26;3;10; 0.43 
4,952;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;6/1/2025;2;215;1%;3;0;9;9;1; 0.50 
4,953;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;7/1/2025;1;219;0%;1;0;3;;; -   
4,954;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;2/1/2026;3;246;1%;4;0;12;6;2; 0.67 
4,955;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;3/1/2026;2;259;1%;2;0;6;;; -   
4,956;GT;02;RUTA EL ATLANTICO;31;1416;COOL TEA;4/1/2026;1;267;0%;1;0;3;;; -   
4,969;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;1/1/2025;42;206;20%;60;3;144;8;19; 0.45 
4,970;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;2/1/2025;30;206;15%;58;2;121;9;13; 0.43 
4,971;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;3/1/2025;107;208;51%;206;5;322;5;70; 0.65 
4,972;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;4/1/2025;81;210;39%;218;4;294;5;54; 0.67 
4,973;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;5/1/2025;66;213;31%;188;5;317;9;36; 0.55 
4,974;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;6/1/2025;49;215;23%;136;4;208;7;30; 0.61 
4,975;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;7/1/2025;75;219;34%;231;4;340;8;42; 0.56 
4,976;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;8/1/2025;78;228;34%;173;3;234;6;36; 0.46 
4,977;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;9/1/2025;96;235;41%;215;5;348;7;49; 0.51 
4,978;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;10/1/2025;33;235;14%;96;2;155;10;15; 0.45 
4,979;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;11/1/2025;64;242;26%;146;6;276;7;42; 0.66 
4,980;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;12/1/2025;45;244;18%;58;2;105;4;29; 0.64 
4,981;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;1/1/2026;77;245;31%;148;7;333;9;39; 0.51 
4,982;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;2/1/2026;77;246;31%;248;5;367;7;52; 0.68 
4,983;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;3/1/2026;91;259;35%;263;7;443;6;72; 0.79 
4,984;GT;02;RUTA EL ATLANTICO;31;1416;D GUSSTO;4/1/2026;51;267;19%;118;2;179;5;33; 0.65 
4,985;GT;02;RUTA EL ATLANTICO;31;1416;DEST;5/1/2025;5;213;2%;3;1;30;;; -   
4,986;GT;02;RUTA EL ATLANTICO;31;1416;DEST;6/1/2025;49;215;23%;35;7;328;19;17; 0.35 
4,987;GT;02;RUTA EL ATLANTICO;31;1416;DEST;7/1/2025;36;219;16%;29;6;256;20;13; 0.36 
4,988;GT;02;RUTA EL ATLANTICO;31;1416;DEST;8/1/2025;3;228;1%;2;0;18;18;1; 0.33 
4,989;GT;02;RUTA EL ATLANTICO;31;1416;DEST;9/1/2025;42;235;18%;77;5;252;14;18; 0.43 
4,990;GT;02;RUTA EL ATLANTICO;31;1416;DEST;10/1/2025;20;235;9%;43;3;141;14;10; 0.50 
4,991;GT;02;RUTA EL ATLANTICO;31;1416;DEST;11/1/2025;56;242;23%;58;5;258;8;33; 0.59 
4,992;GT;02;RUTA EL ATLANTICO;31;1416;DEST;12/1/2025;9;244;4%;6;1;37;7;5; 0.56 
4,993;GT;02;RUTA EL ATLANTICO;31;1416;DEST;1/1/2026;10;245;4%;9;1;66;33;2; 0.20 
4,994;GT;02;RUTA EL ATLANTICO;31;1416;DEST;2/1/2026;49;246;20%;70;6;316;12;27; 0.55 
4,995;GT;02;RUTA EL ATLANTICO;31;1416;DEST;3/1/2026;39;259;15%;60;4;219;8;29; 0.74 
4,996;GT;02;RUTA EL ATLANTICO;31;1416;DEST;4/1/2026;19;267;7%;36;2;98;12;8; 0.42 
4,997;GT;02;RUTA EL ATLANTICO;31;1416;DILYTE;9/1/2025;72;235;31%;121;16;606;11;55; 0.76 
4,998;GT;02;RUTA EL ATLANTICO;31;1416;DILYTE;10/1/2025;37;235;16%;68;9;349;17;21; 0.57 
4,999;GT;02;RUTA EL ATLANTICO;31;1416;DILYTE;11/1/2025;21;242;9%;40;5;212;30;7; 0.33 
5,000;GT;02;RUTA EL ATLANTICO;31;1416;DILYTE;12/1/2025;71;244;29%;43;6;228;4;64; 0.90 
5,001;GT;02;RUTA EL ATLANTICO;31;1416;DILYTE;1/1/2026;12;245;5%;10;1;54;7;8; 0.67 
5,002;GT;02;RUTA EL ATLANTICO;31;1416;DILYTE;2/1/2026;51;246;21%;48;6;255;9;27; 0.53 
5,003;GT;02;RUTA EL ATLANTICO;31;1416;DILYTE;3/1/2026;31;259;12%;26;3;137;8;17; 0.55 
5,004;GT;02;RUTA EL ATLANTICO;31;1416;DILYTE;4/1/2026;51;267;19%;35;4;185;5;38; 0.75 
5,017;GT;02;RUTA EL ATLANTICO;31;1416;KR;1/1/2025;2;206;1%;5;1;12;6;2; 1.00 
5,018;GT;02;RUTA EL ATLANTICO;31;1416;KR;2/1/2025;3;206;1%;5;1;12;6;2; 0.67 
5,019;GT;02;RUTA EL ATLANTICO;31;1416;KR;3/1/2025;4;208;2%;10;1;23;8;3; 0.75 
5,020;GT;02;RUTA EL ATLANTICO;31;1416;KR;4/1/2025;6;210;3%;11;1;25;8;3; 0.50 
5,021;GT;02;RUTA EL ATLANTICO;31;1416;KR;5/1/2025;1;213;0%;2;0;5;5;1; 1.00 
5,022;GT;02;RUTA EL ATLANTICO;31;1416;KR;6/1/2025;1;215;0%;4;0;9;;; -   
5,023;GT;02;RUTA EL ATLANTICO;31;1416;KR;7/1/2025;4;219;2%;11;1;26;13;2; 0.50 
5,024;GT;02;RUTA EL ATLANTICO;31;1416;KR;8/1/2025;4;228;2%;10;1;23;4;6; 1.50 
5,025;GT;02;RUTA EL ATLANTICO;31;1416;KR;9/1/2025;1;235;0%;3;0;7;;; -   
5,038;GT;02;RUTA EL ATLANTICO;31;1416;PULP;1/1/2025;93;206;45%;465;45;1,224;11;108; 1.16 
5,039;GT;02;RUTA EL ATLANTICO;31;1416;PULP;2/1/2025;78;206;38%;230;22;631;9;68; 0.87 
5,040;GT;02;RUTA EL ATLANTICO;31;1416;PULP;3/1/2025;43;208;21%;99;9;268;14;19; 0.44 
5,041;GT;02;RUTA EL ATLANTICO;31;1416;PULP;4/1/2025;105;210;50%;330;24;578;7;83; 0.79 
5,042;GT;02;RUTA EL ATLANTICO;31;1416;PULP;5/1/2025;113;213;53%;607;49;1,302;10;135; 1.19 
5,043;GT;02;RUTA EL ATLANTICO;31;1416;PULP;6/1/2025;89;215;41%;482;38;998;12;82; 0.92 
5,044;GT;02;RUTA EL ATLANTICO;31;1416;PULP;7/1/2025;106;219;48%;587;47;1,217;12;104; 0.98 
5,045;GT;02;RUTA EL ATLANTICO;31;1416;PULP;8/1/2025;113;228;50%;600;50;1,334;16;81; 0.72 
5,046;GT;02;RUTA EL ATLANTICO;31;1416;PULP;9/1/2025;105;235;45%;484;41;1,122;12;91; 0.87 
5,047;GT;02;RUTA EL ATLANTICO;31;1416;PULP;10/1/2025;121;235;51%;591;49;1,260;11;111; 0.92 
5,048;GT;02;RUTA EL ATLANTICO;31;1416;PULP;11/1/2025;111;242;46%;570;46;1,151;12;97; 0.87 
5,049;GT;02;RUTA EL ATLANTICO;31;1416;PULP;12/1/2025;102;244;42%;246;20;526;5;97; 0.95 
5,050;GT;02;RUTA EL ATLANTICO;31;1416;PULP;1/1/2026;83;245;34%;278;22;598;8;79; 0.95 
5,051;GT;02;RUTA EL ATLANTICO;31;1416;PULP;2/1/2026;130;246;53%;466;40;1,071;11;96; 0.74 
5,052;GT;02;RUTA EL ATLANTICO;31;1416;PULP;3/1/2026;135;259;52%;578;47;1,218;12;103; 0.76 
5,053;GT;02;RUTA EL ATLANTICO;31;1416;PULP;4/1/2026;102;267;38%;419;36;986;12;81; 0.79 
5,066;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;1/1/2025;137;206;67%;642;136;3,016;20;154; 1.12 
5,067;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;2/1/2025;145;206;70%;710;151;3,251;19;168; 1.16 
5,068;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;3/1/2025;150;208;72%;715;156;3,434;22;158; 1.05 
5,069;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;4/1/2025;155;210;74%;931;196;4,387;24;185; 1.19 
5,070;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;5/1/2025;163;213;77%;1,184;240;5,275;25;211; 1.29 
5,071;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;6/1/2025;148;215;69%;748;155;3,508;22;160; 1.08 
5,072;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;7/1/2025;165;219;75%;901;183;4,203;20;206; 1.25 
5,073;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;8/1/2025;161;228;71%;1,050;224;5,102;24;216; 1.34 
5,074;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;9/1/2025;170;235;72%;843;181;4,086;24;167; 0.98 
5,075;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;10/1/2025;158;235;67%;871;188;4,044;21;196; 1.24 
5,076;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;11/1/2025;147;242;61%;628;126;2,724;18;152; 1.03 
5,077;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;12/1/2025;137;244;56%;616;132;3,013;19;156; 1.14 
5,078;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;1/1/2026;127;245;52%;653;136;3,038;20;154; 1.21 
5,079;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;2/1/2026;154;246;63%;773;166;3,716;25;148; 0.96 
5,080;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;3/1/2026;193;259;75%;792;170;3,696;20;189; 0.98 
5,081;GT;02;RUTA EL ATLANTICO;31;1416;SPORADE;4/1/2026;160;267;60%;704;147;3,264;27;121; 0.76 
5,082;GT;02;RUTA EL ATLANTICO;31;1416;VIDA;5/1/2025;85;213;40%;101;40;451;9;52; 0.61 
5,083;GT;02;RUTA EL ATLANTICO;31;1416;VIDA;6/1/2025;65;215;30%;58;23;219;7;30; 0.46 
5,084;GT;02;RUTA EL ATLANTICO;31;1416;VIDA;7/1/2025;20;219;9%;24;10;105;9;12; 0.60 
5,085;GT;02;RUTA EL ATLANTICO;31;1416;VIDA;8/1/2025;12;228;5%;15;6;67;13;5; 0.42 
5,086;GT;02;RUTA EL ATLANTICO;31;1416;VIDA;9/1/2025;13;235;6%;16;6;75;12;6; 0.46 
5,087;GT;02;RUTA EL ATLANTICO;31;1416;VIDA;10/1/2025;11;235;5%;10;4;47;16;3; 0.27 
5,088;GT;02;RUTA EL ATLANTICO;31;1416;VIDA;11/1/2025;9;242;4%;11;4;51;13;4; 0.44 
5,089;GT;02;RUTA EL ATLANTICO;31;1416;VIDA;12/1/2025;4;244;2%;3;1;12;12;1; 0.25 
5,102;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;1/1/2025;93;206;45%;262;34;806;11;75; 0.81 
5,103;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;2/1/2025;71;206;34%;193;24;615;14;45; 0.63 
5,104;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;3/1/2025;92;208;44%;173;23;582;9;63; 0.68 
5,105;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;4/1/2025;93;210;44%;170;24;601;11;56; 0.60 
5,106;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;5/1/2025;93;213;44%;335;44;1,055;16;64; 0.69 
5,107;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;6/1/2025;114;215;53%;756;94;2,236;37;60; 0.53 
5,108;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;7/1/2025;77;219;35%;654;82;2,204;47;47; 0.61 
5,109;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;8/1/2025;91;228;40%;230;31;790;20;39; 0.43 
5,110;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;9/1/2025;58;235;25%;206;26;700;18;38; 0.66 
5,111;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;10/1/2025;81;235;34%;969;120;3,240;52;62; 0.77 
5,112;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;11/1/2025;51;242;21%;275;34;936;23;41; 0.80 
5,113;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;12/1/2025;39;244;16%;351;43;1,148;48;24; 0.62 
5,114;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;1/1/2026;32;245;13%;164;20;554;21;26; 0.81 
5,115;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;2/1/2026;30;246;12%;231;28;774;37;21; 0.70 
5,116;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;3/1/2026;76;259;29%;576;65;1,885;34;55; 0.72 
5,117;GT;02;RUTA EL ATLANTICO;31;1416;VOLT;4/1/2026;50;267;19%;445;51;1,465;54;27; 0.54 
5,118;GT;02;RUTA EL ATLANTICO;31;1416;VOLT GO;9/1/2025;17;235;7%;25;5;101;17;6; 0.35 
5,119;GT;02;RUTA EL ATLANTICO;31;1416;VOLT GO;10/1/2025;6;235;3%;9;2;40;40;1; 0.17 
5,120;GT;02;RUTA EL ATLANTICO;31;1416;VOLT GO;11/1/2025;28;242;12%;39;6;136;9;16; 0.57 
5,121;GT;02;RUTA EL ATLANTICO;31;1416;VOLT GO;12/1/2025;41;244;17%;61;9;206;9;24; 0.59 
5,122;GT;02;RUTA EL ATLANTICO;31;1416;VOLT GO;1/1/2026;35;245;14%;73;11;245;15;16; 0.46 
5,123;GT;02;RUTA EL ATLANTICO;31;1416;VOLT GO;2/1/2026;49;246;20%;92;13;308;10;31; 0.63 
5,124;GT;02;RUTA EL ATLANTICO;31;1416;VOLT GO;3/1/2026;36;259;14%;58;8;196;10;20; 0.56 
5,125;GT;02;RUTA EL ATLANTICO;31;1416;VOLT GO;4/1/2026;36;267;13%;70;10;238;14;17; 0.47 
5,138;GT;02;RUTA EL ATLANTICO;31;1417;BIG;1/1/2025;167;200;84%;1,260;481;6,395;28;225; 1.35 
5,139;GT;02;RUTA EL ATLANTICO;31;1417;BIG;2/1/2025;168;200;84%;1,137;439;5,796;28;210; 1.25 
5,140;GT;02;RUTA EL ATLANTICO;31;1417;BIG;3/1/2025;178;204;87%;1,335;511;6,764;26;261; 1.47 
5,141;GT;02;RUTA EL ATLANTICO;31;1417;BIG;4/1/2025;166;205;81%;1,420;558;7,222;31;236; 1.42 
5,142;GT;02;RUTA EL ATLANTICO;31;1417;BIG;5/1/2025;177;206;86%;1,503;584;7,591;29;263; 1.49 
5,143;GT;02;RUTA EL ATLANTICO;31;1417;BIG;6/1/2025;165;206;80%;1,189;468;6,189;30;205; 1.24 
5,144;GT;02;RUTA EL ATLANTICO;31;1417;BIG;7/1/2025;168;210;80%;1,519;579;7,660;29;260; 1.55 
5,145;GT;02;RUTA EL ATLANTICO;31;1417;BIG;8/1/2025;168;215;78%;1,440;558;7,252;30;241; 1.43 
5,146;GT;02;RUTA EL ATLANTICO;31;1417;BIG;9/1/2025;176;225;78%;1,234;501;6,405;28;227; 1.29 
5,147;GT;02;RUTA EL ATLANTICO;31;1417;BIG;10/1/2025;191;225;85%;1,416;543;7,086;25;286; 1.50 
5,148;GT;02;RUTA EL ATLANTICO;31;1417;BIG;11/1/2025;174;234;74%;1,118;440;5,722;24;237; 1.36 
5,149;GT;02;RUTA EL ATLANTICO;31;1417;BIG;12/1/2025;176;236;75%;1,255;496;6,504;28;230; 1.31 
5,150;GT;02;RUTA EL ATLANTICO;31;1417;BIG;1/1/2026;178;240;74%;1,231;481;6,264;25;251; 1.41 
5,151;GT;02;RUTA EL ATLANTICO;31;1417;BIG;2/1/2026;197;241;82%;1,204;476;6,163;29;212; 1.08 
5,152;GT;02;RUTA EL ATLANTICO;31;1417;BIG;3/1/2026;196;255;77%;1,657;651;8,299;32;263; 1.34 
5,153;GT;02;RUTA EL ATLANTICO;31;1417;BIG;4/1/2026;187;263;71%;947;388;4,985;31;161; 0.86 
5,166;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;1/1/2025;20;200;10%;47;4;146;16;9; 0.45 
5,167;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;2/1/2025;17;200;9%;27;2;83;12;7; 0.41 
5,168;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;3/1/2025;14;204;7%;26;2;82;10;8; 0.57 
5,169;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;4/1/2025;18;205;9%;27;2;87;14;6; 0.33 
5,170;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;5/1/2025;22;206;11%;44;3;134;15;9; 0.41 
5,171;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;6/1/2025;3;206;1%;4;0;12;;; -   
5,172;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;8/1/2025;1;215;0%;2;0;6;;; -   
5,173;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;9/1/2025;20;225;9%;41;3;128;26;5; 0.25 
5,174;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;10/1/2025;10;225;4%;15;1;45;9;5; 0.50 
5,175;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;11/1/2025;9;234;4%;10;1;31;16;2; 0.22 
5,176;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;12/1/2025;10;236;4%;12;1;37;12;3; 0.30 
5,177;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;1/1/2026;11;240;5%;16;1;54;11;5; 0.45 
5,178;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;2/1/2026;12;241;5%;24;2;80;13;6; 0.50 
5,179;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;3/1/2026;17;255;7%;33;3;100;17;6; 0.35 
5,180;GT;02;RUTA EL ATLANTICO;31;1417;BIO ALOE;4/1/2026;13;263;5%;19;2;63;63;1; 0.08 
5,183;GT;02;RUTA EL ATLANTICO;31;1417;BIO AMAYU;2/1/2025;1;200;1%;0;0;0;;; -   
5,184;GT;02;RUTA EL ATLANTICO;31;1417;BIO AMAYU;8/1/2025;1;215;0%;0;0;0;0;1; 1.00 
5,197;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;1/1/2025;197;200;99%;3,359;1,160;10,349;24;435; 2.21 
5,198;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;2/1/2025;203;200;102%;3,178;1,218;10,838;31;353; 1.74 
5,199;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;3/1/2025;202;204;99%;3,712;1,479;13,010;33;389; 1.93 
5,200;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;4/1/2025;206;205;100%;4,077;1,608;14,017;35;405; 1.97 
5,201;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;5/1/2025;196;206;95%;4,729;1,903;16,639;35;470; 2.40 
5,202;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;6/1/2025;191;206;93%;3,582;1,431;12,436;30;411; 2.15 
5,203;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;7/1/2025;196;210;93%;4,484;1,757;15,332;35;436; 2.22 
5,204;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;8/1/2025;209;215;97%;3,650;1,417;12,392;26;471; 2.25 
5,205;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;9/1/2025;209;225;93%;3,360;1,304;11,306;31;362; 1.73 
5,206;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;10/1/2025;220;225;98%;4,094;1,549;13,642;29;472; 2.15 
5,207;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;11/1/2025;217;234;93%;3,655;1,408;11,385;30;380; 1.75 
5,208;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;12/1/2025;222;236;94%;3,357;1,293;11,376;26;443; 2.00 
5,209;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;1/1/2026;230;240;96%;3,295;1,284;11,151;25;453; 1.97 
5,210;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;2/1/2026;243;241;101%;3,423;1,294;11,331;20;555; 2.28 
5,211;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;3/1/2026;250;255;98%;5,084;1,913;16,973;27;621; 2.48 
5,212;GT;02;RUTA EL ATLANTICO;31;1417;CIELO;4/1/2026;239;263;91%;3,249;1,253;11,020;28;398; 1.67 
5,225;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;1/1/2025;189;200;95%;1,732;614;7,540;23;333; 1.76 
5,226;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;2/1/2025;186;200;93%;1,504;557;6,979;23;299; 1.61 
5,227;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;3/1/2025;195;204;96%;1,712;618;7,832;22;351; 1.80 
5,228;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;4/1/2025;187;205;91%;1,768;686;8,333;28;300; 1.60 
5,229;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;5/1/2025;189;206;92%;2,015;752;9,346;28;334; 1.77 
5,230;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;6/1/2025;182;206;88%;1,724;636;8,101;25;322; 1.77 
5,231;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;7/1/2025;187;210;89%;2,241;761;9,705;27;365; 1.95 
5,232;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;8/1/2025;192;215;89%;2,277;796;10,175;28;360; 1.88 
5,233;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;9/1/2025;202;225;90%;1,951;680;8,789;30;295; 1.46 
5,234;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;10/1/2025;206;225;92%;2,180;755;9,272;31;304; 1.48 
5,235;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;11/1/2025;200;234;85%;2,082;748;8,951;36;250; 1.25 
