INDEX();cod_pais;cod_sucursal;desc_sucursal;cod_zona_cliente;cod_ruta_cliente;desc_marca (grupo);fecha_liquidacion;Clientes_Vta;total_clientes;% Cob ;Caja_Fisica;Caja_Unitaria;Venta_Neta;ticket;pedidos_concretados;frecuencia_compra
39,681;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT GO;12/1/2025;120;236;51%;619;89;2,033;23;88; 0.73 
39,682;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT GO;1/1/2026;107;237;45%;452;65;1,506;18;82; 0.77 
39,683;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT GO;2/1/2026;104;238;44%;378;54;1,234;27;46; 0.44 
39,684;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT GO;3/1/2026;111;240;46%;433;62;1,424;20;73; 0.66 
39,685;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT GO;4/1/2026;96;246;39%;411;59;1,325;37;36; 0.38 
39,698;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;1/1/2025;144;181;80%;1,406;556;6,988;28;253; 1.76 
39,699;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;2/1/2025;152;189;80%;1,424;520;6,611;30;221; 1.45 
39,700;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;3/1/2025;177;193;92%;1,596;602;7,781;21;372; 2.10 
39,701;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;4/1/2025;158;195;81%;1,509;602;7,611;26;293; 1.85 
39,702;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;5/1/2025;159;197;81%;1,582;583;7,616;28;272; 1.71 
39,703;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;6/1/2025;170;199;85%;1,158;469;6,010;22;273; 1.61 
39,704;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;7/1/2025;160;199;80%;1,366;547;6,982;26;266; 1.66 
39,705;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;8/1/2025;140;199;70%;1,071;435;5,423;26;210; 1.50 
39,706;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;9/1/2025;167;200;84%;1,151;450;5,747;21;272; 1.63 
39,707;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;10/1/2025;171;200;86%;1,204;453;5,746;18;312; 1.82 
39,708;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;11/1/2025;180;200;90%;1,034;417;5,222;15;358; 1.99 
39,709;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;12/1/2025;167;200;84%;1,550;643;8,054;32;249; 1.49 
39,710;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;1/1/2026;157;201;78%;1,411;602;7,335;26;283; 1.80 
39,711;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;2/1/2026;155;202;77%;1,460;493;6,492;32;206; 1.33 
39,712;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;3/1/2026;140;211;66%;1,385;557;7,049;37;188; 1.34 
39,713;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIG;4/1/2026;132;211;63%;1,039;438;5,336;45;119; 0.90 
39,726;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;1/1/2025;48;181;27%;108;8;328;22;15; 0.31 
39,727;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;2/1/2025;43;189;23%;123;9;377;14;27; 0.63 
39,728;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;3/1/2025;39;193;20%;98;7;291;10;28; 0.72 
39,729;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;4/1/2025;36;195;18%;98;8;300;16;19; 0.53 
39,730;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;5/1/2025;29;197;15%;76;6;231;15;15; 0.52 
39,731;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;6/1/2025;38;199;19%;32;2;38;5;7; 0.18 
39,732;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;8/1/2025;6;199;3%;10;1;29;29;1; 0.17 
39,733;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;9/1/2025;25;200;13%;70;5;219;44;5; 0.20 
39,734;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;10/1/2025;17;200;9%;44;3;134;34;4; 0.24 
39,735;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;11/1/2025;18;200;9%;40;3;124;18;7; 0.39 
39,736;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;12/1/2025;24;200;12%;97;8;315;29;11; 0.46 
39,737;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;1/1/2026;30;201;15%;75;6;231;26;9; 0.30 
39,738;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;2/1/2026;37;202;18%;96;7;296;17;17; 0.46 
39,739;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;3/1/2026;28;211;13%;96;8;304;14;22; 0.79 
39,740;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;BIO ALOE;4/1/2026;27;211;13%;90;7;283;22;13; 0.48 
39,756;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;1/1/2025;125;181;69%;838;268;2,569;20;129; 1.03 
39,757;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;2/1/2025;173;189;92%;979;344;3,233;14;232; 1.34 
39,758;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;3/1/2025;175;193;91%;1,222;429;4,031;17;237; 1.35 
39,759;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;4/1/2025;193;195;99%;1,592;533;5,033;16;313; 1.62 
39,760;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;5/1/2025;161;197;82%;1,388;476;4,517;23;200; 1.24 
39,761;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;6/1/2025;149;199;75%;865;289;2,700;16;173; 1.16 
39,762;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;7/1/2025;164;199;82%;1,256;433;4,027;19;207; 1.26 
39,763;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;8/1/2025;171;199;86%;1,096;366;3,169;16;200; 1.17 
39,764;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;9/1/2025;134;200;67%;1,147;397;3,587;27;135; 1.01 
39,765;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;10/1/2025;165;200;83%;1,308;434;3,877;20;194; 1.18 
39,766;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;11/1/2025;159;200;80%;1,200;401;3,541;19;182; 1.14 
39,767;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;12/1/2025;178;200;89%;946;330;3,117;13;233; 1.31 
39,768;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;1/1/2026;179;201;89%;1,042;347;3,340;15;229; 1.28 
39,769;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;2/1/2026;189;202;94%;1,399;460;4,271;18;240; 1.27 
39,770;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;3/1/2026;196;211;93%;1,470;485;4,731;18;266; 1.36 
39,771;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIELO;4/1/2026;177;211;84%;1,320;434;4,278;24;176; 0.99 
39,784;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;1/1/2025;118;181;65%;536;156;1,978;21;95; 0.81 
39,785;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;2/1/2025;137;189;72%;475;129;1,798;15;116; 0.85 
39,786;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;3/1/2025;125;193;65%;575;165;2,218;16;137; 1.10 
39,787;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;4/1/2025;132;195;68%;520;158;2,100;17;123; 0.93 
39,788;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;5/1/2025;132;197;67%;645;194;2,592;23;112; 0.85 
39,789;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;6/1/2025;127;199;64%;431;125;1,691;17;97; 0.76 
39,790;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;7/1/2025;124;199;62%;631;190;2,526;21;121; 0.98 
39,791;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;8/1/2025;121;199;61%;484;139;1,880;19;100; 0.83 
39,792;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;9/1/2025;129;200;65%;569;166;2,233;22;102; 0.79 
39,793;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;10/1/2025;119;200;60%;516;126;1,683;14;119; 1.00 
39,794;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;11/1/2025;155;200;78%;754;197;2,453;14;178; 1.15 
39,795;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;12/1/2025;136;200;68%;644;212;2,750;19;142; 1.04 
39,796;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;1/1/2026;121;201;60%;572;165;2,177;21;102; 0.84 
39,797;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;2/1/2026;147;202;73%;695;192;2,598;21;122; 0.83 
39,798;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;3/1/2026;148;211;70%;665;178;2,540;19;135; 0.91 
39,799;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;CIFRUT;4/1/2026;133;211;63%;631;149;2,065;26;80; 0.60 
39,807;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;1/1/2025;12;181;7%;17;2;49;10;5; 0.42 
39,808;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;2/1/2025;4;189;2%;10;1;29;14;2; 0.50 
39,809;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;3/1/2025;2;193;1%;2;0;6;3;2; 1.00 
39,810;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;4/1/2025;2;195;1%;4;0;12;6;2; 1.00 
39,811;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;5/1/2025;2;197;1%;3;0;9;9;1; 0.50 
39,812;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;6/1/2025;1;199;1%;1;0;3;3;1; 1.00 
39,813;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;7/1/2025;1;199;1%;1;0;3;3;1; 1.00 
39,814;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;12/1/2025;1;200;1%;1;0;3;3;1; 1.00 
39,815;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;1/1/2026;1;201;0%;1;0;3;;; -   
39,816;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;2/1/2026;4;202;2%;8;1;23;12;2; 0.50 
39,817;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;3/1/2026;3;211;1%;7;1;20;20;1; 0.33 
39,818;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;COOL TEA;4/1/2026;8;211;4%;10;1;29;10;3; 0.38 
39,831;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;1/1/2025;53;181;29%;218;12;565;16;36; 0.68 
39,832;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;2/1/2025;87;189;46%;276;13;645;10;67; 0.77 
39,833;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;3/1/2025;128;193;66%;580;16;969;10;99; 0.77 
39,834;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;4/1/2025;95;195;49%;661;16;1,053;14;78; 0.82 
39,835;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;5/1/2025;82;197;42%;399;12;721;13;56; 0.68 
39,836;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;6/1/2025;133;199;67%;606;19;1,012;12;85; 0.64 
39,837;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;7/1/2025;75;199;38%;287;8;527;8;67; 0.89 
39,838;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;8/1/2025;72;199;36%;288;14;686;10;67; 0.93 
39,839;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;9/1/2025;86;200;43%;238;13;635;8;80; 0.93 
39,840;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;10/1/2025;77;200;39%;248;12;598;8;75; 0.97 
39,841;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;11/1/2025;71;200;36%;333;17;796;23;35; 0.49 
39,842;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;12/1/2025;76;200;38%;175;9;441;8;56; 0.74 
39,843;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;1/1/2026;80;201;40%;233;13;616;9;66; 0.83 
39,844;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;2/1/2026;97;202;48%;297;15;739;9;82; 0.85 
39,845;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;3/1/2026;81;211;38%;285;14;706;9;78; 0.96 
39,846;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;D GUSSTO;4/1/2026;55;211;26%;118;4;240;5;44; 0.80 
39,847;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;5/1/2025;18;197;9%;13;3;131;16;8; 0.44 
39,848;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;6/1/2025;20;199;10%;16;3;149;11;13; 0.65 
39,849;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;7/1/2025;13;199;7%;10;2;96;14;7; 0.54 
39,850;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;8/1/2025;7;199;4%;5;1;45;15;3; 0.43 
39,851;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;9/1/2025;28;200;14%;47;3;147;12;12; 0.43 
39,852;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;10/1/2025;20;200;10%;35;2;119;24;5; 0.25 
39,853;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;11/1/2025;54;200;27%;64;4;191;9;21; 0.39 
39,854;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;12/1/2025;50;200;25%;38;3;165;4;37; 0.74 
39,855;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;1/1/2026;53;201;26%;36;3;131;3;42; 0.79 
39,856;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;2/1/2026;14;202;7%;38;3;144;48;3; 0.21 
39,857;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;3/1/2026;20;211;9%;35;2;124;25;5; 0.25 
39,858;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DEST;4/1/2026;17;211;8%;34;2;106;26;4; 0.24 
39,859;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DILYTE;9/1/2025;39;200;20%;62;8;327;25;13; 0.33 
39,860;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DILYTE;10/1/2025;35;200;18%;37;5;193;8;24; 0.69 
39,861;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DILYTE;11/1/2025;33;200;17%;17;2;91;3;27; 0.82 
39,862;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DILYTE;12/1/2025;77;200;39%;39;5;208;2;88; 1.14 
39,863;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DILYTE;1/1/2026;59;201;29%;32;4;170;3;62; 1.05 
39,864;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DILYTE;2/1/2026;73;202;36%;30;4;163;3;57; 0.78 
39,865;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DILYTE;3/1/2026;54;211;26%;56;7;299;9;35; 0.65 
39,866;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;DILYTE;4/1/2026;25;211;12%;26;3;139;9;16; 0.64 
39,879;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;KR;1/1/2025;9;181;5%;22;3;51;13;4; 0.44 
39,880;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;KR;2/1/2025;7;189;4%;16;2;37;12;3; 0.43 
39,881;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;KR;3/1/2025;10;193;5%;18;2;42;10;4; 0.40 
39,882;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;KR;4/1/2025;4;195;2%;12;1;28;14;2; 0.50 
39,883;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;KR;5/1/2025;6;197;3%;12;1;28;7;4; 0.67 
39,884;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;KR;6/1/2025;2;199;1%;3;0;7;;; -   
39,885;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;KR;7/1/2025;3;199;2%;4;0;9;;; -   
39,886;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;KR;8/1/2025;3;199;2%;4;0;9;9;1; 0.33 
39,899;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;1/1/2025;114;181;63%;758;64;1,812;18;100; 0.88 
39,900;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;2/1/2025;129;189;68%;722;64;1,859;14;132; 1.02 
39,901;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;3/1/2025;94;193;49%;307;26;747;13;56; 0.60 
39,902;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;4/1/2025;123;195;63%;837;55;1,456;17;86; 0.70 
39,903;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;5/1/2025;140;197;71%;1,143;92;2,492;16;154; 1.10 
39,904;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;6/1/2025;138;199;69%;933;73;1,952;13;147; 1.07 
39,905;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;7/1/2025;140;199;70%;1,272;100;2,567;16;162; 1.16 
39,906;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;8/1/2025;122;199;61%;1,144;90;2,422;18;131; 1.07 
39,907;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;9/1/2025;124;200;62%;1,036;87;2,357;17;140; 1.13 
39,908;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;10/1/2025;124;200;62%;1,311;109;2,819;21;132; 1.06 
39,909;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;11/1/2025;117;200;59%;1,191;96;2,503;24;106; 0.91 
39,910;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;12/1/2025;127;200;64%;1,086;85;2,236;21;106; 0.83 
39,911;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;1/1/2026;139;201;69%;1,442;111;2,774;24;117; 0.84 
39,912;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;2/1/2026;144;202;71%;1,475;119;3,126;24;132; 0.92 
39,913;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;3/1/2026;155;211;73%;1,663;129;3,340;23;143; 0.92 
39,914;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;PULP;4/1/2026;126;211;60%;1,117;89;2,313;21;108; 0.86 
39,927;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;1/1/2025;162;181;90%;1,448;294;6,568;32;208; 1.28 
39,928;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;2/1/2025;174;189;92%;1,604;305;6,728;25;271; 1.56 
39,929;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;3/1/2025;181;193;94%;1,896;372;8,154;27;302; 1.67 
39,930;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;4/1/2025;184;195;94%;2,125;404;8,949;28;323; 1.76 
39,931;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;5/1/2025;179;197;91%;1,968;367;7,956;28;283; 1.58 
39,932;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;6/1/2025;165;199;83%;1,420;275;6,195;25;247; 1.50 
39,933;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;7/1/2025;180;199;90%;1,690;313;7,239;23;319; 1.77 
39,934;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;8/1/2025;174;199;87%;1,790;360;8,190;28;288; 1.66 
39,935;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;9/1/2025;162;200;81%;1,927;372;8,373;38;221; 1.36 
39,936;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;10/1/2025;142;200;71%;1,751;346;7,422;44;170; 1.20 
39,937;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;11/1/2025;145;200;73%;1,160;219;4,790;32;149; 1.03 
39,938;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;12/1/2025;154;200;77%;1,716;347;7,841;35;226; 1.47 
39,939;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;1/1/2026;150;201;75%;1,726;346;7,577;44;172; 1.15 
39,940;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;2/1/2026;165;202;82%;1,760;347;7,629;40;192; 1.16 
39,941;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;3/1/2026;173;211;82%;1,693;319;7,097;30;233; 1.35 
39,942;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;SPORADE;4/1/2026;145;211;69%;1,488;297;6,476;41;157; 1.08 
39,943;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VIDA;5/1/2025;30;197;15%;39;15;172;11;15; 0.50 
39,944;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VIDA;6/1/2025;22;199;11%;39;15;167;13;13; 0.59 
39,945;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VIDA;7/1/2025;7;199;4%;10;4;47;9;5; 0.71 
39,946;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VIDA;8/1/2025;4;199;2%;5;2;23;23;1; 0.25 
39,947;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VIDA;9/1/2025;4;200;2%;5;2;23;;; -   
39,948;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VIDA;10/1/2025;2;200;1%;3;1;14;;; -   
39,949;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VIDA;11/1/2025;2;200;1%;2;1;9;;; -   
39,950;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VIDA;12/1/2025;1;200;1%;1;0;5;;; -   
39,963;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;1/1/2025;140;181;77%;914;127;2,831;21;135; 0.96 
39,964;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;2/1/2025;134;189;71%;684;94;2,236;19;118; 0.88 
39,965;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;3/1/2025;150;193;78%;724;104;2,437;17;143; 0.95 
39,966;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;4/1/2025;128;195;66%;486;73;1,767;15;117; 0.91 
39,967;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;5/1/2025;130;197;66%;884;129;2,873;29;98; 0.75 
39,968;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;6/1/2025;129;199;65%;701;102;2,250;22;101; 0.78 
39,969;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;7/1/2025;120;199;60%;549;80;1,896;23;83; 0.69 
39,970;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;8/1/2025;123;199;62%;603;89;2,138;20;108; 0.88 
39,971;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;9/1/2025;125;200;63%;461;68;1,624;19;85; 0.68 
39,972;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;10/1/2025;122;200;61%;745;109;2,547;26;99; 0.81 
39,973;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;11/1/2025;73;200;37%;192;29;699;21;34; 0.47 
39,974;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;12/1/2025;21;200;11%;43;7;176;15;12; 0.57 
39,975;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;1/1/2026;15;201;7%;35;5;139;23;6; 0.40 
39,976;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;2/1/2026;18;202;9%;28;5;119;15;8; 0.44 
39,977;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;3/1/2026;99;211;47%;201;18;626;11;56; 0.57 
39,978;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT;4/1/2026;46;211;22%;93;9;293;16;18; 0.39 
39,979;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT GO;9/1/2025;7;200;4%;11;2;38;19;2; 0.29 
39,980;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT GO;10/1/2025;5;200;3%;13;3;56;19;3; 0.60 
39,981;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT GO;11/1/2025;68;200;34%;166;24;583;20;29; 0.43 
39,982;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT GO;12/1/2025;109;200;55%;834;120;2,732;34;80; 0.73 
39,983;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT GO;1/1/2026;110;201;55%;583;84;1,904;29;65; 0.59 
39,984;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT GO;2/1/2026;101;202;50%;487;70;1,566;30;52; 0.51 
39,985;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT GO;3/1/2026;113;211;54%;514;74;1,676;30;55; 0.49 
39,986;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1308;VOLT GO;4/1/2026;92;211;44%;542;78;1,732;41;42; 0.46 
39,999;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1309;BIG;1/1/2025;176;231;76%;1,881;662;8,790;33;267; 1.52 
40,000;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1309;BIG;2/1/2025;177;238;74%;1,438;527;6,879;25;270; 1.53 
40,001;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1309;BIG;3/1/2025;185;241;77%;1,507;557;7,419;25;296; 1.60 
